suite,run_id,case_id,model,tool_config,context_lines,trial,status,elapsed_s,language,debugged_binary,valid_target,is_synthetic,n_tool_calls,tool_freq,tokens,prompt_tokens,completion_tokens,resp_len,has_recommendation_section,ends_with_questions,bug_category,bug_error_type,truth_file,truth_line,truth_function,file_mentioned,line_mentioned,func_mentioned,any_truth_file_mentioned,run_dir
full-synthetic-v1-stripped,heap-overflow-csv__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,heap-overflow-csv,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,ok,24.324,c,./build/prog,True,True,14,"{""frame"": 9, ""code"": 2, ""definition"": 3}",3645.0,2552.0,1093.0,4038,True,False,heap_overflow,off_by_one_write,program.c,12.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/heap-overflow-csv__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,intoverflow-alloc__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,intoverflow-alloc,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,1,ok,72.736,cpp,./build/prog,True,True,2,"{""frame"": 1, ""definition"": 1}",4238.0,1466.0,2772.0,5167,True,False,integer_overflow,allocation_size_overflow,program.cpp,17.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/intoverflow-alloc__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,intoverflow-alloc__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,intoverflow-alloc,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,ok,115.755,cpp,./build/prog,True,True,7,"{""print"": 4, ""code"": 2, ""definition"": 1}",8706.0,1878.0,6828.0,18499,True,False,integer_overflow,allocation_size_overflow,program.cpp,17.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/intoverflow-alloc__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,null-deref-env__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,null-deref-env,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,1,ok,22.098,c,./build/prog,True,True,0,{},3193.0,1589.0,1604.0,6113,True,False,null_deref,missing_null_check,program.c,13.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/null-deref-env__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,null-deref-env__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,null-deref-env,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,ok,29.94,c,./build/prog,True,True,9,"{""frame"": 4, ""definition"": 1, ""code"": 2, ""expr"": 2}",3540.0,2300.0,1240.0,4782,True,False,null_deref,missing_null_check,program.c,13.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/null-deref-env__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,off-by-one-crc__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,off-by-one-crc,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,1,ok,36.917,c,./build/prog,True,True,0,{},3966.0,1715.0,2251.0,3483,True,False,off_by_one,buffer_overread,program.c,11.0,,True,True,False,True,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/off-by-one-crc__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,off-by-one-crc__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,off-by-one-crc,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,ok,21.934,c,./build/prog,True,True,11,"{""frame"": 4, ""code"": 1, ""definition"": 1, ""fr"": 3, ""expr"": 1, ""disassemble"": 1}",2927.0,2420.0,507.0,1853,True,False,off_by_one,buffer_overread,program.c,11.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/off-by-one-crc__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,signed-unsigned-loop__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,signed-unsigned-loop,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,1,ok,40.845,cpp,./build/prog,True,True,0,{},4454.0,1623.0,2831.0,6537,True,False,signed_unsigned,unsigned_underflow,program.cpp,10.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/signed-unsigned-loop__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,signed-unsigned-loop__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,signed-unsigned-loop,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,ok,27.853,cpp,./build/prog,True,True,9,"{""frame"": 4, ""code"": 2, ""definition"": 1, ""thread"": 1, ""expr"": 1}",3762.0,2277.0,1485.0,5414,True,False,signed_unsigned,unsigned_underflow,program.cpp,10.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/signed-unsigned-loop__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,uaf-linked-list__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,uaf-linked-list,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,1,ok,29.771,cpp,./build/prog,True,True,0,{},3465.0,1515.0,1950.0,4953,True,False,use_after_free,iterator_invalidation,program.cpp,12.0,,False,True,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/uaf-linked-list__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,uaf-linked-list__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,uaf-linked-list,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,ok,23.618,cpp,./build/prog,True,True,10,"{""frame"": 6, ""print"": 4}",3288.0,1875.0,1413.0,5382,True,False,use_after_free,iterator_invalidation,program.cpp,12.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/uaf-linked-list__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,uninit-stack-accumulator__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1,uninit-stack-accumulator,openrouter/nvidia/nemotron-3-nano-30b-a3b,tier3_gdb_only.json,10,1,compile_failed,0.0,c,,False,True,0,{},,,,0,False,False,uninitialized_memory,uninit_read,program.c,6.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/uninit-stack-accumulator__tier3__openrouter_nvidia_nemotron-3-nano-30b-a3b__tier3_gdb_only__ctx10__t1
full-synthetic-v1-stripped,uninit-stack-accumulator__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1,uninit-stack-accumulator,openrouter/qwen/qwen3-30b-a3b-instruct-2507,tier3_gdb_only.json,10,1,compile_failed,0.0,c,,False,True,0,{},,,,0,False,False,uninitialized_memory,uninit_read,program.c,6.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/full-synthetic-v1-stripped/uninit-stack-accumulator__tier3__openrouter_qwen_qwen3-30b-a3b-instruct-2507__tier3_gdb_only__ctx10__t1
nemotron-full,berry-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,berry-1,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,58.584,c,/usr/bin/find,False,False,1,"{""bt"": 1}",2555.0,828.0,1727.0,2545,True,False,,,be_vm.c,743.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/berry-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,berry-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,berry-2,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,43.186,c,/usr/bin/find,False,False,1,"{""backtrace"": 1}",1487.0,729.0,758.0,480,False,False,,,be_code.c,578.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/berry-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,berry-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,berry-3,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,39.451,c,/usr/bin/find,False,False,1,"{""backtrace"": 1}",1742.0,729.0,1013.0,817,False,False,,,be_parser.c,1420.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/berry-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,berry-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,berry-4,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,44.838,c,/usr/bin/find,False,False,1,"{""bt"": 1}",3018.0,829.0,2189.0,2076,True,False,,,be_strlib.c,512.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/berry-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,berry-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,berry-5,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,40.116,c,/usr/bin/find,False,False,2,"{""info"": 1, ""code"": 1}",2487.0,1656.0,831.0,1833,True,False,,,be_code.c,317.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/berry-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,coreutils-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,coreutils-1,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,41.461,c,/usr/bin/make,False,False,1,"{""bt"": 1}",2053.0,913.0,1140.0,706,False,False,,,split.c,982.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/coreutils-1__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,coreutils-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,coreutils-2,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,47.154,c,/usr/bin/make,False,False,2,"{""bt"": 1, ""code"": 1}",2879.0,1491.0,1388.0,3239,True,False,,,pr.c,1233.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/coreutils-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-10__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-10,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,45.047,c,/usr/bin/find,False,False,1,"{""info"": 1}",3815.0,1322.0,2493.0,1725,True,False,,,peglib.h,827.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-10__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-2,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,76.84,c,/usr/bin/find,False,False,3,"{""info"": 1, ""code"": 1, ""bt"": 1}",3964.0,2629.0,1335.0,5095,True,False,,,peglib.h,2477.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-2__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-3,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,37.06,c,/usr/bin/find,False,False,2,"{""backtrace"": 1, ""info"": 1}",2434.0,1401.0,1033.0,1834,True,False,,,peglib.h,3937.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-3__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-4,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,36.441,c,/usr/bin/find,False,False,1,"{""backtrace"": 1}",1545.0,729.0,816.0,463,False,False,,,peglib.h,2498.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-4__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-5,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,44.787,c,/usr/bin/find,False,False,2,"{""backtrace"": 1, ""info"": 1}",2800.0,1399.0,1401.0,1727,True,False,,,peglib.h,2374.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-5__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-6,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,35.254,c,/usr/bin/find,False,False,1,"{""backtrace"": 1}",2049.0,729.0,1320.0,1089,False,False,,,peglib.h,2029.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-6__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-7,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,62.668,c,/usr/bin/find,False,False,2,"{""backtrace"": 1, ""info"": 1}",4713.0,1407.0,3306.0,1533,True,False,,,peglib.h,245.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-7__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-8,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,63.146,c,/usr/bin/find,False,False,1,"{""bt"": 1}",2420.0,829.0,1591.0,1830,True,False,,,peglib.h,1588.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-8__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cpp_peglib-9__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cpp_peglib-9,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,44.818,c,/usr/bin/find,False,False,2,"{""backtrace"": 1, ""info"": 1}",2816.0,1404.0,1412.0,1804,True,False,,,peglib.h,1227.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cpp_peglib-9__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-10__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-10,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,50.229,c,/bin/bash,False,False,2,"{""bt"": 1, ""code"": 1}",2163.0,1050.0,1113.0,2256,True,False,,,symboldatabase.cpp,1955.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-10__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-11__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-11,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,42.175,c,/bin/bash,False,False,2,"{""bt"": 1, ""code"": 1}",2214.0,1203.0,1011.0,2515,True,False,,,valueflow.cpp,5858.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-11__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-12__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-12,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,35.933,c,/bin/bash,False,False,1,"{""bt"": 1}",2501.0,806.0,1695.0,2091,True,False,,,checkstl.cpp,59.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-12__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-13__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-13,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,22.196,c,/bin/bash,False,False,0,{},1625.0,663.0,962.0,2197,True,False,,,reverseanalyzer.cpp,78.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-13__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-14__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-14,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,29.223,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1551.0,727.0,824.0,1456,True,False,,,checkother.cpp,1987.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-14__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-15__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-15,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,28.645,c,/bin/bash,False,False,1,"{""backtrace"": 1}",1658.0,727.0,931.0,1520,True,False,,,checkunusedvar.cpp,1180.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-15__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-17__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-17,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,29.236,c,/bin/bash,False,False,1,"{""info"": 1}",2467.0,1619.0,848.0,1717,True,False,,,valueflow.cpp,4321.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-17__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-18__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-18,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,31.054,c,/bin/bash,False,False,1,"{""bt"": 1}",1962.0,966.0,996.0,1888,True,False,,,forwardanalyzer.cpp,65.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-18__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
nemotron-full,cppcheck-19__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1,cppcheck-19,openrouter/nvidia/nemotron-nano-9b-v2,tier3_gdb_only.json,10,1,ok,45.793,c,/bin/bash,False,False,2,"{""bt"": 1, ""code"": 1}",2812.0,1730.0,1082.0,4460,True,False,,,checkautovariables.cpp,445.0,,False,False,False,False,/Users/ibraheemamin/Documents/cos484-final-project/chatdbgpro/bench/results/nemotron-full/cppcheck-19__tier3__openrouter_nvidia_nemotron-nano-9b-v2__tier3_gdb_only__ctx10__t1
